theta,d_theta,-3.0,0.0,3.0
-0.7987,-30.2076,0.0,0.0,0.0
-0.7987,-27.791,0.0,0.0,0.0
-0.7987,-25.3744,0.0,0.0,0.0
-0.7987,-22.9578,0.0,0.0,0.0
-0.7987,-20.5412,0.0,0.0,0.0
-0.7987,-18.1246,0.0,0.0,0.0
-0.7987,-15.708,-12.704719502833687,-10.928136776118539,-14.249119367139201
-0.7987,-13.2914,-162.08178212378166,-147.4256900658749,-147.13074126457047
-0.7987,-10.8747,-470.22820574401834,-458.198017297965,-478.14835088729313
-0.7987,-8.4581,-584.1001963391373,-585.9630357070876,-582.4990943642271
-0.7987,-6.0415,-578.1591230237751,-578.2932559196813,-582.8982271419075
-0.7987,-3.6249,-566.1527123174848,-563.5167044491482,-562.4501053552418
-0.7987,-1.2083,-517.0862780763629,-505.25145496753055,-503.1864493570607
-0.7987,1.2083,-428.5290725011976,-427.06641324201024,-410.08805268226234
-0.7987,3.6249,-299.68275366653603,-297.5285864247413,-270.1124973800885
-0.7987,6.0415,-223.33906461041545,-218.4845215962404,-222.29411662710072
-0.7987,8.4581,-168.7365282582815,-166.0348592382093,-167.71063079508568
-0.7987,10.8747,-137.78305647219605,-139.8633318036964,-138.94584646519533
-0.7987,13.2914,-96.54575105489785,-96.24232656635918,-100.03876570180371
-0.7987,15.708,-38.43279104401503,-34.113414483162096,-33.62548068101932
-0.7987,18.1246,-6.804968081976091,-6.511022952932951,0.0
-0.7987,20.5412,0.0,0.0,0.0
-0.7987,22.9578,0.0,0.0,0.0
-0.7987,25.3744,0.0,0.0,0.0
-0.7987,27.791,0.0,0.0,0.0
-0.7987,30.2076,0.0,0.0,0.0
-0.7987,32.6242,0.0,0.0,0.0
-0.7987,35.0408,0.0,0.0,0.0
-0.7987,37.4575,0.0,0.0,0.0
-0.7987,39.8741,0.0,0.0,0.0
-0.7987,42.2907,0.0,0.0,0.0
-0.7987,44.7073,0.0,0.0,0.0
-0.7987,47.1239,0.0,0.0,0.0
-0.6922,-47.1239,0.0,0.0,0.0
-0.6922,-44.7073,0.0,0.0,0.0
-0.6922,-42.2907,0.0,0.0,0.0
-0.6922,-39.8741,0.0,0.0,0.0
-0.6922,-37.4575,0.0,0.0,0.0
-0.6922,-35.0408,0.0,0.0,0.0
-0.6922,-32.6242,0.0,0.0,0.0
-0.6922,-30.2076,0.0,0.0,0.0
-0.6922,-27.791,0.0,0.0,0.0
-0.6922,-25.3744,0.0,0.0,0.0
-0.6922,-22.9578,0.0,0.0,0.0
-0.6922,-20.5412,0.0,0.0,0.0
-0.6922,-18.1246,0.0,0.0,0.0
-0.6922,-15.708,-7.122649805368289,-10.340018075491438,-10.79010230842966
-0.6922,-13.2914,-67.00779839481311,-71.1580578562868,-64.57227386367519
-0.6922,-10.8747,-271.72577444295604,-293.1671386585762,-298.6283583893125
-0.6922,-8.4581,-468.991210701907,-465.1656673812938,-471.2645865833805
-0.6922,-6.0415,-495.0012064946194,-495.8816517174766,-497.2941388498956
-0.6922,-3.6249,-456.31119137565724,-451.0675454364338,-447.49602990338474
-0.6922,-1.2083,-417.5092472193806,-402.7971129883679,-403.2128436393554
-0.6922,1.2083,-356.7569955944838,-363.1141405241689,-320.35013877295177
-0.6922,3.6249,-238.64084777962927,-243.00027571960266,-221.8586834517341
-0.6922,6.0415,-182.3201804704481,-186.52129588148767,-176.3784586005276
-0.6922,8.4581,-147.58388588155694,-146.11054915133684,-144.22717999725322
-0.6922,10.8747,-114.3796627114506,-111.08661934157257,-114.22072163300976
-0.6922,13.2914,-77.20128108648612,-73.51217932776741,-74.6204828388922
-0.6922,15.708,-18.862758024692564,-18.976644763717086,-21.27041920655627
-0.6922,18.1246,0.0,0.0,0.0
-0.6922,20.5412,0.0,0.0,0.0
-0.6922,22.9578,0.0,0.0,0.0
-0.6922,25.3744,0.0,0.0,0.0
-0.6922,27.791,0.0,0.0,0.0
-0.6922,30.2076,0.0,0.0,0.0
-0.6922,32.6242,0.0,0.0,0.0
-0.6922,35.0408,0.0,0.0,0.0
-0.6922,37.4575,0.0,0.0,0.0
-0.6922,39.8741,0.0,0.0,0.0
-0.6922,42.2907,0.0,0.0,0.0
-0.6922,44.7073,0.0,0.0,0.0
-0.6922,47.1239,0.0,0.0,0.0
-0.5857,-47.1239,0.0,0.0,0.0
-0.5857,-44.7073,0.0,0.0,0.0
-0.5857,-42.2907,0.0,0.0,0.0
-0.5857,-39.8741,0.0,0.0,0.0
-0.5857,-37.4575,0.0,0.0,0.0
-0.5857,-35.0408,0.0,0.0,0.0
-0.5857,-32.6242,0.0,0.0,0.0
-0.5857,-30.2076,0.0,0.0,0.0
-0.5857,-27.791,0.0,0.0,0.0
-0.5857,-25.3744,0.0,0.0,0.0
-0.5857,-22.9578,0.0,0.0,0.0
-0.5857,-20.5412,0.0,0.0,0.0
-0.5857,-18.1246,0.0,0.0,0.0
-0.5857,-15.708,-3.5114889427122264,-2.8485174206961004,-3.476584714362671
-0.5857,-13.2914,-36.08625741908661,-34.49877692159412,-37.955594853582774
-0.5857,-10.8747,-151.48288241625156,-143.6242178877441,-154.1366391612985
-0.5857,-8.4581,-355.87001934585874,-347.4320559023191,-346.60984392446437
-0.5857,-6.0415,-413.1503349260602,-407.1436787472818,-405.93683111633334
-0.5857,-3.6249,-373.74928272295597,-367.35745119336775,-366.9122190192071
-0.5857,-1.2083,-323.65590737004595,-325.96040746146616,-317.50632695596795
-0.5857,1.2083,-294.37154013126064,-294.1042940885406,-273.43403107910325
-0.5857,3.6249,-204.74203008338776,-193.06658710100544,-170.24038663315432
-0.5857,6.0415,-151.3050344883323,-150.42650173095802,-144.76711216255066
-0.5857,8.4581,-122.49735231136168,-120.88614169057011,-119.44281223836141
-0.5857,10.8747,-91.41304929293351,-89.51383801645744,-91.89192454138737
-0.5857,13.2914,-50.83245764867494,-49.82562711263009,-50.20826983690753
-0.5857,15.708,-11.368191122162905,-9.483385482154123,-9.243732871499011
-0.5857,18.1246,0.0,0.0,0.0
-0.5857,20.5412,0.0,0.0,0.0
-0.5857,22.9578,0.0,0.0,0.0
-0.5857,25.3744,0.0,0.0,0.0
-0.5857,27.791,0.0,0.0,0.0
-0.5857,30.2076,0.0,0.0,0.0
-0.5857,32.6242,0.0,0.0,0.0
-0.5857,35.0408,0.0,0.0,0.0
-0.5857,37.4575,0.0,0.0,0.0
-0.5857,39.8741,0.0,0.0,0.0
-0.5857,42.2907,0.0,0.0,0.0
-0.5857,44.7073,0.0,0.0,0.0
-0.5857,47.1239,0.0,0.0,0.0
-0.4792,-47.1239,0.0,0.0,0.0
-0.4792,-44.7073,0.0,0.0,0.0
-0.4792,-42.2907,0.0,0.0,0.0
-0.4792,-39.8741,0.0,0.0,0.0
-0.4792,-37.4575,0.0,0.0,0.0
-0.4792,-35.0408,0.0,0.0,0.0
-0.4792,-32.6242,0.0,0.0,0.0
-0.4792,-30.2076,0.0,0.0,0.0
-0.4792,-27.791,0.0,0.0,0.0
-0.4792,-25.3744,0.0,0.0,0.0
-0.4792,-22.9578,0.0,0.0,0.0
-0.4792,-20.5412,0.0,0.0,0.0
-0.4792,-18.1246,0.0,0.0,0.0
-0.4792,-15.708,-3.2768123026682034,-2.2430990941012348,-6.676112828923482
-0.4792,-13.2914,-21.775731025907657,-23.972713826471562,-23.33629047389926
-0.4792,-10.8747,-78.05209237942915,-69.20352503285157,-84.1410745858495
-0.4792,-8.4581,-211.1441826980801,-216.73312557759124,-222.0938256838878
-0.4792,-6.0415,-319.0382516634239,-318.78814454986144,-317.1267708655539
-0.4792,-3.6249,-303.5480694247504,-302.5839023046001,-303.8001358695237
-0.4792,-1.2083,-255.11505540462474,-251.6105412429036,-249.91689148159764
-0.4792,1.2083,-195.32110861873656,-176.37462058348018,-142.48276687242202
-0.4792,3.6249,-151.2967680114864,-130.99357008486302,-144.31884402163521
-0.4792,6.0415,-121.81393556472602,-114.97108260126433,-121.65086889672367
-0.4792,8.4581,-96.25140179634262,-96.36247669404376,-96.46575644387843
-0.4792,10.8747,-71.78406850034011,-69.69915972840803,-70.05436056489428
-0.4792,13.2914,-41.843116450626404,-38.363494984770334,-37.49021782394887
-0.4792,15.708,-8.70889750879936,-8.511945046882836,-9.318240285254102
-0.4792,18.1246,0.0,0.0,0.0
-0.4792,20.5412,0.0,0.0,0.0
-0.4792,22.9578,0.0,0.0,0.0
-0.4792,25.3744,0.0,0.0,0.0
-0.4792,27.791,0.0,0.0,0.0
-0.4792,30.2076,0.0,0.0,0.0
-0.4792,32.6242,0.0,0.0,0.0
-0.4792,35.0408,0.0,0.0,0.0
-0.4792,37.4575,0.0,0.0,0.0
-0.4792,39.8741,0.0,0.0,0.0
-0.4792,42.2907,0.0,0.0,0.0
-0.4792,44.7073,0.0,0.0,0.0
-0.4792,47.1239,0.0,0.0,0.0
-0.3727,-47.1239,0.0,0.0,0.0
-0.3727,-44.7073,0.0,0.0,0.0
-0.3727,-42.2907,0.0,0.0,0.0
-0.3727,-39.8741,0.0,0.0,0.0
-0.3727,-37.4575,0.0,0.0,0.0
-0.3727,-35.0408,0.0,0.0,0.0
-0.3727,-32.6242,0.0,0.0,0.0
-0.3727,-30.2076,0.0,0.0,0.0
-0.3727,-27.791,0.0,0.0,0.0
-0.3727,-25.3744,0.0,0.0,0.0
-0.3727,-22.9578,0.0,0.0,0.0
-0.3727,-20.5412,0.0,0.0,0.0
-0.3727,-18.1246,0.0,0.0,0.0
-0.3727,-15.708,0.0,0.0,-3.4075986409739145
-0.3727,-13.2914,-19.42210282468047,-18.208709977645263,-16.257513306745896
-0.3727,-10.8747,-49.9537789026148,-50.34974426222157,-52.85962976949553
-0.3727,-8.4581,-104.07691332783007,-98.7467101937083,-110.0101642142298
-0.3727,-6.0415,-236.65874142908723,-239.55108314640938,-239.35646641570503
-0.3727,-3.6249,-241.37437829305617,-246.55467832851144,-243.53291739222075
-0.3727,-1.2083,-213.8918298643987,-213.7396903322391,-210.49862344542615
-0.3727,1.2083,-146.4424521059922,-139.51087283045317,-119.72328204241053
-0.3727,3.6249,-128.12761235608508,-110.83880827721985,-122.03834113208424
-0.3727,6.0415,-97.76188232758922,-91.84352577197657,-97.93220159659202
-0.3727,8.4581,-76.01995696362845,-72.69572124940164,-74.8133264452647
-0.3727,10.8747,-61.69961710264402,-58.702735967556066,-60.413151942769616
-0.3727,13.2914,-23.090654650415892,-21.393700998955097,-21.549707623317165
-0.3727,15.708,-3.4549428612911335,-4.364681255098967,-3.2229962030151627
-0.3727,18.1246,0.0,0.0,0.0
-0.3727,20.5412,0.0,0.0,0.0
-0.3727,22.9578,0.0,0.0,0.0
-0.3727,25.3744,0.0,0.0,0.0
-0.3727,27.791,0.0,0.0,0.0
-0.3727,30.2076,0.0,0.0,0.0
-0.3727,32.6242,0.0,0.0,0.0
-0.3727,35.0408,0.0,0.0,0.0
-0.3727,37.4575,0.0,0.0,0.0
-0.3727,39.8741,0.0,0.0,0.0
-0.3727,42.2907,0.0,0.0,0.0
-0.3727,44.7073,0.0,0.0,0.0
-0.3727,47.1239,0.0,0.0,0.0
-0.2662,-47.1239,0.0,0.0,0.0
-0.2662,-44.7073,0.0,0.0,0.0
-0.2662,-42.2907,0.0,0.0,0.0
-0.2662,-39.8741,0.0,0.0,0.0
-0.2662,-37.4575,0.0,0.0,0.0
-0.2662,-35.0408,0.0,0.0,0.0
-0.2662,-32.6242,0.0,0.0,0.0
-0.2662,-30.2076,0.0,0.0,0.0
-0.2662,-27.791,0.0,0.0,0.0
-0.2662,-25.3744,0.0,0.0,0.0
-0.2662,-22.9578,0.0,0.0,0.0
-0.2662,-20.5412,0.0,0.0,0.0
-0.2662,-18.1246,0.0,0.0,0.0
-0.2662,-15.708,-3.228054831930233,0.0,-3.3414405929256796
-0.2662,-13.2914,-15.940302215819086,-13.765358186193444,-13.938773705231577
-0.2662,-10.8747,-40.26438900824457,-41.261021841519735,-41.3177599770924
-0.2662,-8.4581,-64.30974432398426,-67.50899561056958,-67.19562761753535
-0.2662,-6.0415,-131.58771877964386,-124.04065236940242,-130.1309129891453
-0.2662,-3.6249,-203.19117665477864,-200.93977135284,-196.8142538139016
-0.2662,-1.2083,-187.95541243236235,-187.15625111287335,-189.6257793453473
-0.2662,1.2083,-107.25225862282286,-102.69407406564828,-88.55816998618653
-0.2662,3.6249,-98.19648399842275,-83.97387212458547,-92.67964557789797
-0.2662,6.0415,-78.66609605795004,-78.2640959320636,-78.5308074635047
-0.2662,8.4581,-63.8936377527363,-63.7037545259403,-64.59216609666834
-0.2662,10.8747,-49.51351662088082,-46.31281492309537,-48.61975458810842
-0.2662,13.2914,-16.781115301878522,-15.718883096613188,-18.26469660236905
-0.2662,15.708,-4.114193553924003,-3.682568056832412,-3.0941970909519263
-0.2662,18.1246,0.0,0.0,0.0
-0.2662,20.5412,0.0,0.0,0.0
-0.2662,22.9578,0.0,0.0,0.0
-0.2662,25.3744,0.0,0.0,0.0
-0.2662,27.791,0.0,0.0,0.0
-0.2662,30.2076,0.0,0.0,0.0
-0.2662,32.6242,0.0,0.0,0.0
-0.2662,35.0408,0.0,0.0,0.0
-0.2662,37.4575,0.0,0.0,0.0
-0.2662,39.8741,0.0,0.0,0.0
-0.2662,42.2907,0.0,0.0,0.0
-0.2662,44.7073,0.0,0.0,0.0
-0.2662,47.1239,0.0,0.0,0.0
-0.1597,-47.1239,0.0,0.0,0.0
-0.1597,-44.7073,0.0,0.0,0.0
-0.1597,-42.2907,0.0,0.0,0.0
-0.1597,-39.8741,0.0,0.0,0.0
-0.1597,-37.4575,0.0,0.0,0.0
-0.1597,-35.0408,0.0,0.0,0.0
-0.1597,-32.6242,0.0,0.0,0.0
-0.1597,-30.2076,0.0,0.0,0.0
-0.1597,-27.791,0.0,0.0,0.0
-0.1597,-25.3744,0.0,0.0,0.0
-0.1597,-22.9578,0.0,0.0,0.0
-0.1597,-20.5412,0.0,0.0,0.0
-0.1597,-18.1246,0.0,0.0,0.0
-0.1597,-15.708,0.0,-2.438540337788381,0.0
-0.1597,-13.2914,-12.783874813124658,-11.608758071954234,-10.604363666827307
-0.1597,-10.8747,-38.10674180596313,-38.34766319800409,-37.31032952936783
-0.1597,-8.4581,-45.36212993353923,-45.6239369197928,-44.19004445569765
-0.1597,-6.0415,-67.57568224962694,-68.40847542010448,-65.49226003810718
-0.1597,-3.6249,-119.00068087894309,-123.316236564433,-125.2934857911996
-0.1597,-1.2083,-86.61730919621056,-94.54172049453234,-76.57388633532733
-0.1597,1.2083,-78.37492413522705,-53.043637191950886,-68.82061324092226
-0.1597,3.6249,-78.31875138495613,-65.31578645497652,-79.5913450774588
-0.1597,6.0415,-72.31408025740971,-72.67244399274298,-72.92968429186169
-0.1597,8.4581,-61.332889916575525,-60.726866196329595,-61.50124175339208
-0.1597,10.8747,-42.8593861729344,-42.69330775607694,-39.35992692655405
-0.1597,13.2914,-22.236707317665903,-14.954700241315734,-14.174214027286169
-0.1597,15.708,0.0,0.0,0.0
-0.1597,18.1246,0.0,0.0,0.0
-0.1597,20.5412,0.0,0.0,0.0
-0.1597,22.9578,0.0,0.0,0.0
-0.1597,25.3744,0.0,0.0,0.0
-0.1597,27.791,0.0,0.0,0.0
-0.1597,30.2076,0.0,0.0,0.0
-0.1597,32.6242,0.0,0.0,0.0
-0.1597,35.0408,0.0,0.0,0.0
-0.1597,37.4575,0.0,0.0,0.0
-0.1597,39.8741,0.0,0.0,0.0
-0.1597,42.2907,0.0,0.0,0.0
-0.1597,44.7073,0.0,0.0,0.0
-0.1597,47.1239,0.0,0.0,0.0
-0.0532,-47.1239,0.0,0.0,0.0
-0.0532,-44.7073,0.0,0.0,0.0
-0.0532,-42.2907,0.0,0.0,0.0
-0.0532,-39.8741,0.0,0.0,0.0
-0.0532,-37.4575,0.0,0.0,0.0
-0.0532,-35.0408,0.0,0.0,0.0
-0.0532,-32.6242,0.0,0.0,0.0
-0.0532,-30.2076,0.0,0.0,0.0
-0.0532,-27.791,0.0,0.0,0.0
-0.0532,-25.3744,0.0,0.0,0.0
-0.0532,-22.9578,0.0,0.0,0.0
-0.0532,-20.5412,0.0,0.0,0.0
-0.0532,-18.1246,0.0,0.0,0.0
-0.0532,-15.708,-3.218329206898699,0.0,0.0
-0.0532,-13.2914,-12.577407392876298,-11.832527383631408,-12.189560911733013
-0.0532,-10.8747,-36.18261423288402,-34.73735259529155,-36.566923579169824
-0.0532,-8.4581,-39.742159087667865,-37.568626971188564,-39.38423862915934
-0.0532,-6.0415,-51.03109294286103,-50.872990385677134,-55.62375580764068
-0.0532,-3.6249,-57.75574074208872,-58.77113032909079,-58.58687271357738
-0.0532,-1.2083,-75.88883622139733,-67.69858000623323,-58.18952074477869
-0.0532,1.2083,-69.5803868707402,-35.16809710572092,-59.730750921604276
-0.0532,3.6249,-87.18380619019415,-99.41624547220015,-97.20021615022472
-0.0532,6.0415,-80.20226923187248,-78.15874370264825,-77.71739881263285
-0.0532,8.4581,-60.36016303691075,-58.73526987151412,-60.17992786595466
-0.0532,10.8747,-36.64544278562381,-33.28911159926146,-32.869955675924
-0.0532,13.2914,-11.618932509020137,-11.921738984915534,-12.895114083223126
-0.0532,15.708,0.0,0.0,0.0
-0.0532,18.1246,0.0,0.0,0.0
-0.0532,20.5412,0.0,0.0,0.0
-0.0532,22.9578,0.0,0.0,0.0
-0.0532,25.3744,0.0,0.0,0.0
-0.0532,27.791,0.0,0.0,0.0
-0.0532,30.2076,0.0,0.0,0.0
-0.0532,32.6242,0.0,0.0,0.0
-0.0532,35.0408,0.0,0.0,0.0
-0.0532,37.4575,0.0,0.0,0.0
-0.0532,39.8741,0.0,0.0,0.0
-0.0532,42.2907,0.0,0.0,0.0
-0.0532,44.7073,0.0,0.0,0.0
-0.0532,47.1239,0.0,0.0,0.0
0.0532,-47.1239,0.0,0.0,0.0
0.0532,-44.7073,0.0,0.0,0.0
0.0532,-42.2907,0.0,0.0,0.0
0.0532,-39.8741,0.0,0.0,0.0
0.0532,-37.4575,0.0,0.0,0.0
0.0532,-35.0408,0.0,0.0,0.0
0.0532,-32.6242,0.0,0.0,0.0
0.0532,-30.2076,0.0,0.0,0.0
0.0532,-27.791,0.0,0.0,0.0
0.0532,-25.3744,0.0,0.0,0.0
0.0532,-22.9578,0.0,0.0,0.0
0.0532,-20.5412,0.0,0.0,0.0
0.0532,-18.1246,0.0,0.0,0.0
0.0532,-15.708,-3.1194648258854016,0.0,-3.3097301348077495
0.0532,-13.2914,-14.278541502629235,-13.647246737846912,-15.22967824293202
0.0532,-10.8747,-35.190664902574525,-34.871600944752814,-36.28778516506248
0.0532,-8.4581,-40.549356507885975,-40.18182860458566,-41.07782348717987
0.0532,-6.0415,-45.660699449427916,-43.80617224829206,-43.79305248085793
0.0532,-3.6249,-39.85484003739573,-41.10010530349906,-39.93377065681992
0.0532,-1.2083,-69.46337513811038,-52.71784196313781,-80.95811099788112
0.0532,1.2083,-65.09586105746168,-78.33225167256938,-84.7673917901965
0.0532,3.6249,-111.76198733469154,-115.55185380953259,-113.1373543708632
0.0532,6.0415,-87.39835347545552,-87.70562972599107,-87.90979255645328
0.0532,8.4581,-63.18454635923989,-62.18038646584687,-61.923137737876665
0.0532,10.8747,-40.1396604444853,-35.9501769971441,-36.48467228420172
0.0532,13.2914,-11.48235278181552,-10.529826465981433,-10.669247241574379
0.0532,15.708,-3.2806467434510207,0.0,0.0
0.0532,18.1246,0.0,0.0,0.0
0.0532,20.5412,0.0,0.0,0.0
0.0532,22.9578,0.0,0.0,0.0
0.0532,25.3744,0.0,0.0,0.0
0.0532,27.791,0.0,0.0,0.0
0.0532,30.2076,0.0,0.0,0.0
0.0532,32.6242,0.0,0.0,0.0
0.0532,35.0408,0.0,0.0,0.0
0.0532,37.4575,0.0,0.0,0.0
0.0532,39.8741,0.0,0.0,0.0
0.0532,42.2907,0.0,0.0,0.0
0.0532,44.7073,0.0,0.0,0.0
0.0532,47.1239,0.0,0.0,0.0
0.1597,-47.1239,0.0,0.0,0.0
0.1597,-44.7073,0.0,0.0,0.0
0.1597,-42.2907,0.0,0.0,0.0
0.1597,-39.8741,0.0,0.0,0.0
0.1597,-37.4575,0.0,0.0,0.0
0.1597,-35.0408,0.0,0.0,0.0
0.1597,-32.6242,0.0,0.0,0.0
0.1597,-30.2076,0.0,0.0,0.0
0.1597,-27.791,0.0,0.0,0.0
0.1597,-25.3744,0.0,0.0,0.0
0.1597,-22.9578,0.0,0.0,0.0
0.1597,-20.5412,0.0,0.0,0.0
0.1597,-18.1246,0.0,0.0,0.0
0.1597,-15.708,-3.248984470813514,0.0,-3.094981429446347
0.1597,-13.2914,-17.032938936030757,-15.17264941659998,-15.744767782293017
0.1597,-10.8747,-38.21081790141595,-36.985112833511764,-36.651929974242634
0.1597,-8.4581,-42.513029589079714,-42.567943837280176,-43.754360529331
0.1597,-6.0415,-42.29913819913812,-41.1282975750844,-42.178637109526385
0.1597,-3.6249,-48.010809224231835,-47.87816758956031,-50.140778048363714
0.1597,-1.2083,-67.9217319059339,-60.851036982766615,-73.97565838911342
0.1597,1.2083,-128.6455750334567,-125.02189875462294,-128.61816783003928
0.1597,3.6249,-147.32204935802804,-149.08682786319616,-147.87854869721386
0.1597,6.0415,-102.0439507572646,-101.30572508831858,-101.39890320892067
0.1597,8.4581,-71.54917938679198,-73.12332074541094,-71.33722447607292
0.1597,10.8747,-40.89715256069495,-36.24452477472487,-38.14852876172318
0.1597,13.2914,-12.50968129810959,-14.648651754567025,-15.012446853719723
0.1597,15.708,0.0,0.0,0.0
0.1597,18.1246,0.0,0.0,0.0
0.1597,20.5412,0.0,0.0,0.0
0.1597,22.9578,0.0,0.0,0.0
0.1597,25.3744,0.0,0.0,0.0
0.1597,27.791,0.0,0.0,0.0
0.1597,30.2076,0.0,0.0,0.0
0.1597,32.6242,0.0,0.0,0.0
0.1597,35.0408,0.0,0.0,0.0
0.1597,37.4575,0.0,0.0,0.0
0.1597,39.8741,0.0,0.0,0.0
0.1597,42.2907,0.0,0.0,0.0
0.1597,44.7073,0.0,0.0,0.0
0.1597,47.1239,0.0,0.0,0.0
0.2662,-47.1239,0.0,0.0,0.0
0.2662,-44.7073,0.0,0.0,0.0
0.2662,-42.2907,0.0,0.0,0.0
0.2662,-39.8741,0.0,0.0,0.0
0.2662,-37.4575,0.0,0.0,0.0
0.2662,-35.0408,0.0,0.0,0.0
0.2662,-32.6242,0.0,0.0,0.0
0.2662,-30.2076,0.0,0.0,0.0
0.2662,-27.791,0.0,0.0,0.0
0.2662,-25.3744,0.0,0.0,0.0
0.2662,-22.9578,0.0,0.0,0.0
0.2662,-20.5412,0.0,0.0,0.0
0.2662,-18.1246,0.0,0.0,0.0
0.2662,-15.708,-3.4654912784726424,-2.297878636890971,-3.4857713093745026
0.2662,-13.2914,-22.634749435764704,-24.51295144191965,-24.056862030931924
0.2662,-10.8747,-41.36170162953507,-40.723993961648574,-40.76115637364634
0.2662,-8.4581,-46.57542586786284,-46.46114487272011,-46.46484279699348
0.2662,-6.0415,-39.549461485055815,-39.188798568438386,-38.62682903045114
0.2662,-3.6249,-55.727969899788825,-55.97447033388748,-57.29556997537626
0.2662,-1.2083,-62.07499588887503,-74.16133498658138,-72.96373469435173
0.2662,1.2083,-155.41277014615122,-154.98464516804938,-155.9752920361501
0.2662,3.6249,-170.14640700428444,-171.13132118219949,-173.1215180749896
0.2662,6.0415,-133.06584280974562,-131.06537739639975,-134.71450316761113
0.2662,8.4581,-96.90192193515955,-100.86864455101527,-95.75084450550071
0.2662,10.8747,-43.39061543557902,-44.86985887690921,-46.74568581091134
0.2662,13.2914,-13.242978028835012,-14.03097608424055,-13.149398956082546
0.2662,15.708,-3.1908565413598975,0.0,0.0
0.2662,18.1246,0.0,0.0,0.0
0.2662,20.5412,0.0,0.0,0.0
0.2662,22.9578,0.0,0.0,0.0
0.2662,25.3744,0.0,0.0,0.0
0.2662,27.791,0.0,0.0,0.0
0.2662,30.2076,0.0,0.0,0.0
0.2662,32.6242,0.0,0.0,0.0
0.2662,35.0408,0.0,0.0,0.0
0.2662,37.4575,0.0,0.0,0.0
0.2662,39.8741,0.0,0.0,0.0
0.2662,42.2907,0.0,0.0,0.0
0.2662,44.7073,0.0,0.0,0.0
0.2662,47.1239,0.0,0.0,0.0
0.3727,-47.1239,0.0,0.0,0.0
0.3727,-44.7073,0.0,0.0,0.0
0.3727,-42.2907,0.0,0.0,0.0
0.3727,-39.8741,0.0,0.0,0.0
0.3727,-37.4575,0.0,0.0,0.0
0.3727,-35.0408,0.0,0.0,0.0
0.3727,-32.6242,0.0,0.0,0.0
0.3727,-30.2076,0.0,0.0,0.0
0.3727,-27.791,0.0,0.0,0.0
0.3727,-25.3744,0.0,0.0,0.0
0.3727,-22.9578,0.0,0.0,0.0
0.3727,-20.5412,0.0,0.0,0.0
0.3727,-18.1246,0.0,0.0,0.0
0.3727,-15.708,-3.186929764601551,-2.7082656153122926,0.0
0.3727,-13.2914,-31.45648044182335,-31.049189144240145,-31.74459827498697
0.3727,-10.8747,-45.7976148888994,-44.861323048135965,-44.38244962167923
0.3727,-8.4581,-51.4771206487879,-49.43875904067042,-51.07141150929428
0.3727,-6.0415,-43.17546011115986,-43.569285342126314,-42.64001344720864
0.3727,-3.6249,-59.45817697920102,-59.59387103690667,-60.05910765890161
0.3727,-1.2083,-72.38586158888705,-77.3396913773995,-81.23086555224236
0.3727,1.2083,-161.66542606148164,-162.6607948629084,-164.9497442467591
0.3727,3.6249,-189.44083399039926,-190.3209489986471,-192.47419647598448
0.3727,6.0415,-185.59819980514837,-183.96180214182561,-183.6719426726089
0.3727,8.4581,-133.90987719629723,-133.20175844577332,-131.41171223246786
0.3727,10.8747,-63.98383125491459,-64.98159431385747,-61.789855245068296
0.3727,13.2914,-11.51779008992924,-13.237155290104527,-12.448802395142167
0.3727,15.708,0.0,0.0,0.0
0.3727,18.1246,0.0,0.0,0.0
0.3727,20.5412,0.0,0.0,0.0
0.3727,22.9578,0.0,0.0,0.0
0.3727,25.3744,0.0,0.0,0.0
0.3727,27.791,0.0,0.0,0.0
0.3727,30.2076,0.0,0.0,0.0
0.3727,32.6242,0.0,0.0,0.0
0.3727,35.0408,0.0,0.0,0.0
0.3727,37.4575,0.0,0.0,0.0
0.3727,39.8741,0.0,0.0,0.0
0.3727,42.2907,0.0,0.0,0.0
0.3727,44.7073,0.0,0.0,0.0
0.3727,47.1239,0.0,0.0,0.0
0.4792,-47.1239,0.0,0.0,0.0
0.4792,-44.7073,0.0,0.0,0.0
0.4792,-42.2907,0.0,0.0,0.0
0.4792,-39.8741,0.0,0.0,0.0
0.4792,-37.4575,0.0,0.0,0.0
0.4792,-35.0408,0.0,0.0,0.0
0.4792,-32.6242,0.0,0.0,0.0
0.4792,-30.2076,0.0,0.0,0.0
0.4792,-27.791,0.0,0.0,0.0
0.4792,-25.3744,0.0,0.0,0.0
0.4792,-22.9578,0.0,0.0,0.0
0.4792,-20.5412,0.0,0.0,0.0
0.4792,-18.1246,0.0,0.0,-3.9267879219819437
0.4792,-15.708,-6.351610756985319,-7.307526649375376,-9.793098863677798
0.4792,-13.2914,-36.086992742703984,-36.23659158554527,-38.630770639332916
0.4792,-10.8747,-55.38367586703613,-55.319591330416316,-58.54700352861995
0.4792,-8.4581,-58.01002312200716,-57.109422583761,-57.53667674591283
0.4792,-6.0415,-50.644788463661726,-49.579066917765246,-50.04186036391648
0.4792,-3.6249,-71.58104560704193,-69.53958648701555,-71.24730372771953
0.4792,-1.2083,-89.01402922766754,-100.01906648209084,-96.50448547085395
0.4792,1.2083,-171.16034244896755,-173.0424633038121,-173.97908622688777
0.4792,3.6249,-211.87508202892073,-216.31016572925668,-212.87568312959732
